Ticker,Name,Sector,Industry,Price,Collection,Embedding_Dimension
ASYS,Amtech Systems Inc.,Technology,Semiconductor Equipment & Materials,NA,stocks/asys,
ATEA,Astea International Inc.,Technology,Application Software,NA,stocks/atea,
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/ATEC,stocks/atec,3
ATHN,"athenahealth, Inc.",Technology,Healthcare Information Services,WIKI/ATHN,stocks/athn,2
ATHX,"Athersys, Inc.",Healthcare,Biotechnology,NA,stocks/athx,
ATK,Alliant Techsystems Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ATK,stocks/atk,3
ATI,Allegheny Technologies Inc.,Industrial Goods,Metal Fabrication,WIKI/ATI,stocks/ati,2
ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,NA,stocks/atlc,
ATMI,ATMI Inc.,Technology,Semiconductor Equipment & Materials,WIKI/ATMI,stocks/atmi,4
ATML,Atmel Corporation,Technology,Semiconductor - Broad Line,WIKI/ATML,stocks/atml,2
ATNI,"Atlantic Tele-Network, Inc.",Technology,Telecom Services - Domestic,WIKI/ATNI,stocks/atni,3
ASTM,"Aastrom Biosciences, Inc.",Healthcare,Biotechnology,NA,stocks/astm,
ATNY,API Technologies Corp.,Technology,Semiconductor - Broad Line,WIKI/ATNY,stocks/atny,3
ATO,Atmos Energy Corporation,Utilities,Gas Utilities,WIKI/ATO,stocks/ato,3
ATOS,"Atossa Genetics, Inc.",Healthcare,Diagnostic Substances,NA,stocks/atos,
ATR,"AptarGroup, Inc.",Consumer Goods,Packaging & Containers,WIKI/ATR,stocks/atr,2
ATLO,Ames National Corporation,Financial,Regional - Northeast Banks,WIKI/ATLO,stocks/atlo,2
ATRM,Aetrium Inc.,Technology,Semiconductor Equipment & Materials,NA,stocks/atrm,
ATRO,Astronics Corporation,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ATRO,stocks/atro,2
ATRS,Antares Pharma Inc.,Healthcare,Medical Instruments & Supplies,WIKI/ATRS,stocks/atrs,2
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/ATRC,stocks/atrc,2
ATU,Actuant Corporation,Industrial Goods,Diversified Machinery,WIKI/ATU,stocks/atu,2
ATRI,ATRION Corp.,Healthcare,Medical Instruments & Supplies,WIKI/ATRI,stocks/atri,1
ARO,A,Services,Apparel Stores,WIKI/ARO,stocks/aro,2
ASFI,Asta Funding Inc.,Services,Business Services,NA,stocks/asfi,
ATVI,"Activision Blizzard, Inc.",Technology,Multimedia & Graphics Software,WIKI/ATVI,stocks/atvi,3
ATW,"Atwood Oceanics, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,WIKI/ATW,stocks/atw,2
ARIA,Ariad Pharmaceuticals Inc.,Healthcare,Biotechnology,WIKI/ARIA,stocks/aria,2
ATX,Costa Inc.,,,NA,stocks/atx,
AUBN,"Auburn National Bancorporation, Inc.",Financial,Regional - Southeast Banks,NA,stocks/aubn,
AUXL,Auxilium Pharmaceuticals Inc.,Healthcare,Drug Related Products,WIKI/AUXL,stocks/auxl,2
AVA,Avista Corp.,Utilities,Diversified Utilities,WIKI/AVA,stocks/ava,3
AVAV,"AeroVironment, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/AVAV,stocks/avav,3
AVB,Avalonbay Communities Inc.,Financial,REIT - Residential,WIKI/AVB,stocks/avb,3
AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/AVEO,stocks/aveo,2
AVHI,"AV Homes, Inc.",Industrial Goods,Residential Construction,WIKI/AVHI,stocks/avhi,2
AVNR,"Avanir Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/AVNR,stocks/avnr,1
AVID,"Avid Technology, Inc.",Technology,Multimedia & Graphics Software,WIKI/AVID,stocks/avid,3
AVGO,Avago Technologies Limited,Technology,Semiconductor - Broad Line,WIKI/AVGO,stocks/avgo,2
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,WIKI/AVNW,stocks/avnw,3
AVP,Avon Products Inc.,Consumer Goods,Personal Products,WIKI/AVP,stocks/avp,3
AVSR,Avistar Communications Corp.,,,NA,stocks/avsr,
AVT,"Avnet, Inc.",Services,Electronics Wholesale,WIKI/AVT,stocks/avt,2
AVX,AVX Corp.,Technology,Diversified Electronics,WIKI/AVX,stocks/avx,2
AVY,Avery Dennison Corporation,Consumer Goods,Business Equipment,WIKI/AVY,stocks/avy,2
AWAY,"HomeAway, Inc.",Technology,Internet Information Providers,WIKI/AWAY,stocks/away,3
AWH,"Allied World Assurance Company Holdings, AG",Financial,Property & Casualty Insurance,WIKI/AWH,stocks/awh,2
AWI,"Armstrong World Industries, Inc.",Industrial Goods,General Building Materials,WIKI/AWI,stocks/awi,2
AWK,"American Water Works Company, Inc.",Utilities,Water Utilities,WIKI/AWK,stocks/awk,2
AWRE,"Aware, Inc.",Technology,Application Software,NA,stocks/awre,
AWX,Avalon Holdings Corp.,Industrial Goods,Waste Management,NA,stocks/awx,
AXAS,Abraxas Petroleum Corp.,Basic Materials,Independent Oil & Gas,WIKI/AXAS,stocks/axas,1
AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostic Substances,WIKI/AXDX,stocks/axdx,2
AXE,Anixter International Inc.,Services,Industrial Equipment Wholesale,WIKI/AXE,stocks/axe,2
AXL,American Axle & Manufacturing Holdings Inc.,Consumer Goods,Auto Parts,WIKI/AXL,stocks/axl,2
AXLL,Axiall Corporation,Basic Materials,Synthetics,WIKI/AXLL,NA,2
AXN,"Aoxing Pharmaceutical Company, Inc.",Healthcare,Drug Manufacturers - Major,NA,stocks/axn,
AXP,American Express Company,Financial,Credit Services,WIKI/AXP,stocks/axp,2
AXR,AMREP Corporation,Financial,Property Management,NA,stocks/axr,
AXS,AXIS Capital Holdings Limited,Financial,Property & Casualty Insurance,WIKI/AXS,stocks/axs,3
AXTI,AXT Inc.,Technology,Semiconductor - Integrated Circuits,NA,stocks/axti,
AYI,"Acuity Brands, Inc.",Technology,Diversified Electronics,WIKI/AYI,stocks/ayi,2
AZO,"AutoZone, Inc.",Services,Auto Parts Stores,WIKI/AZO,stocks/azo,2
AZPN,"Aspen Technology, Inc.",Technology,Business Software & Services,WIKI/AZPN,stocks/azpn,3
B,Barnes Group Inc.,Industrial Goods,Industrial Equipment & Components,WIKI/B,stocks/b,2
AZZ,AZZ incorporated,Industrial Goods,Metal Fabrication,WIKI/AZZ,stocks/azz,2
BA,The Boeing Company,Industrial Goods,Aerospace/Defense Products & Services,WIKI/BA,stocks/ba,2
BABY,Natus Medical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/BABY,stocks/baby,3
BAC,Bank of America Corporation,Financial,Money Center Banks,WIKI/BAC,stocks/bac,2
BAGL,"Einstein Noah Restaurant Group, Inc.",Services,Restaurants,WIKI/BAGL,stocks/bagl,2
BAGR,"Diversified Restaurant Holdings, Inc.",Services,Restaurants,WIKI/BAGR,NA,0
BAH,Booz Allen Hamilton Holding Corporation,Services,Management Services,WIKI/BAH,stocks/bah,2
BAMM,Books-A-Million Inc.,Services,"Specialty Retail, Other",NA,stocks/bamm,
BANF,BancFirst Corporation,Financial,Regional - Southwest Banks,WIKI/BANF,stocks/banf,2
BANC,"Banc of California, Inc.",Financial,Regional - Pacific Banks,WIKI/BANC,stocks/banc,2
BANR,Banner Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/BANR,stocks/banr,3
BAS,"Basic Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/BAS,stocks/bas,2
BASI,Bioanalytical Systems Inc.,Services,Research Services,NA,stocks/basi,
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,WIKI/BAX,stocks/bax,3
BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores,WIKI/BBBY,stocks/bbby,2
BBG,Bill Barrett Corp.,Basic Materials,Oil & Gas Drilling & Exploration,WIKI/BBG,stocks/bbg,2
BBGI,Beasley Broadcast Group Inc.,Services,Broadcasting - Radio,WIKI/BBGI,stocks/bbgi,2
BBNK,Bridge Capital Holdings,Financial,Regional - Pacific Banks,WIKI/BBNK,stocks/bbnk,3
BBOX,Black Box Corporation,Technology,Networking & Communication Devices,WIKI/BBOX,stocks/bbox,3
BBRG,"Bravo Brio Restaurant Group, Inc.",Services,Restaurants,WIKI/BBRG,stocks/bbrg,2
BBSI,Barrett Business Services Inc.,Services,Staffing & Outsourcing Services,WIKI/BBSI,stocks/bbsi,2
BBX,BBX Capital Corporation,Financial,Property Management,WIKI/BBX,stocks/bbx,2
BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",WIKI/BC,stocks/bc,2
BCC,Boise Cascade Company,Industrial Goods,"Lumber, Wood Production",WIKI/BCC,stocks/bcc,2
BCEI,"Bonanza Creek Energy, Inc.",Basic Materials,Independent Oil & Gas,WIKI/BCEI,stocks/bcei,2
BCO,The Brink's Company,Services,Security & Protection Services,WIKI/BCO,stocks/bco,3
BCOR,"Blucora, Inc.",Technology,Internet Information Providers,WIKI/BCOR,stocks/bcor,2
BCOV,"Brightcove, Inc.",Technology,Application Software,WIKI/BCOV,stocks/bcov,2
BCPC,Balchem Corp.,Basic Materials,Chemicals - Major Diversified,WIKI/BCPC,stocks/bcpc,2
BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies,WIKI/BCR,stocks/bcr,2
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/bcrx,
BDCO,Blue Dolphin Energy Company,Basic Materials,Independent Oil & Gas,NA,stocks/bdco,
BDE,"Black Diamond, Inc.",Consumer Goods,Sporting Goods,WIKI/BDE,stocks/bde,2
BDGE,"Bridge Bancorp, Inc.",Financial,Regional - Northeast Banks,WIKI/BDGE,stocks/bdge,2
BDL,Flanigan's Enterprises Inc.,Services,Specialty Eateries,NA,stocks/bdl,
BDN,Brandywine Realty Trust,Financial,REIT - Diversified,NA,stocks/bdn,
BDMS,Birner Dental Management Services Inc.,Services,Business Services,NA,stocks/bdms,
BDR,Blonder Tongue Laboratories Inc.,Technology,Communication Equipment,NA,stocks/bdr,
BDSI,"BioDelivery Sciences International, Inc.",Healthcare,Biotechnology,WIKI/BDSI,stocks/bdsi,2
BEAV,B/E Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/BEAV,stocks/beav,2
BEBE,"Bebe Stores, Inc.",Services,Apparel Stores,WIKI/BEBE,stocks/bebe,2
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,WIKI/BDX,stocks/bdx,3
BECN,"Beacon Roofing Supply, Inc.",Industrial Goods,General Building Materials,WIKI/BECN,stocks/becn,2
BELFA,Bel Fuse Inc.,,,NA,stocks/belfa,
BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,WIKI/BELFB,stocks/belfb,2
BEN,Franklin Resources Inc.,Financial,Asset Management,WIKI/BEN,stocks/ben,1
BERK,Berkshire Bancorp Inc.,Financial,Regional - Northeast Banks,NA,stocks/berk,
BERY,"Berry Plastics Group, Inc.",Consumer Goods,Rubber & Plastics,WIKI/BERY,stocks/bery,2
BFAM,"Bright Horizons Family Solutions, Inc.",Services,Personal Services,WIKI/BFAM,stocks/bfam,3
BFB,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,NA,stocks/bfb,
BFIN,BankFinancial Corp.,Financial,Savings & Loans,WIKI/BFIN,stocks/bfin,2
BG,Bunge Limited,Consumer Goods,Farm Products,WIKI/BG,stocks/bg,2
BGC,General Cable Corp.,Industrial Goods,Industrial Electrical Equipment,WIKI/BGC,stocks/bgc,2
BGCP,"BGC Partners, Inc.",Financial,Investment Brokerage - National,WIKI/BGCP,stocks/bgcp,2
BGFV,Big 5 Sporting Goods Corp.,Services,Sporting Goods Stores,WIKI/BGFV,stocks/bgfv,3
BGG,Briggs & Stratton Corporation,Industrial Goods,Diversified Machinery,WIKI/BGG,stocks/bgg,3
BGMD,"BG Medicine, Inc.",Healthcare,Medical Laboratories & Research,NA,stocks/bgmd,
BGS,,Consumer Goods,Processed & Packaged Goods,WIKI/BGS,stocks/bgs,3
BH,Biglari Holdings Inc.,Services,Restaurants,WIKI/BH,stocks/bh,2
BHB,Bar Harbor Bankshares,Financial,Regional - Northeast Banks,WIKI/BHB,stocks/bhb,2
BHE,Benchmark Electronics Inc.,Technology,Printed Circuit Boards,WIKI/BHE,stocks/bhe,3
BHI,Baker Hughes Incorporated,Basic Materials,Oil & Gas Equipment & Services,WIKI/BHI,stocks/bhi,3
BHRT,"Bioheart, Inc.",Healthcare,Biotechnology,NA,stocks/bhrt,
BIG,Big Lots Inc.,Services,"Discount, Variety Stores",WIKI/BIG,stocks/big,2
BIIB,Biogen Idec Inc.,Healthcare,Biotechnology,WIKI/BIIB,stocks/biib,4
BIOC,"Biocept, Inc.",Healthcare,Medical Laboratories & Research,NA,stocks/bioc,
BIOD,Biodel Inc.,Healthcare,Drug Manufacturers - Other,NA,stocks/biod,
BIOF,BioFuel Energy Corp.,Basic Materials,Specialty Chemicals,NA,stocks/biof,
BIOL,"BIOLASE, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/BIOL,stocks/biol,3
BIRT,Actuate Corporation,Technology,Application Software,WIKI/BIRT,stocks/birt,2
BJRI,"BJ's Restaurants, Inc.",Services,Restaurants,WIKI/BJRI,stocks/bjri,3
BKBK,Britton & Koontz Capital Corp.,,,NA,stocks/bkbk,
BKD,Brookdale Senior Living Inc.,Healthcare,Long-Term Care Facilities,WIKI/BKD,stocks/bkd,3
BKE,"The Buckle, Inc.",Services,Apparel Stores,WIKI/BKE,stocks/bke,3
BKH,Black Hills Corporation,Utilities,Electric Utilities,WIKI/BKH,stocks/bkh,2
BKJ,"Bancorp Of New Jersey, Inc.",Financial,Savings & Loans,NA,stocks/bkj,
BKMU,Bank Mutual Corporation,Financial,Savings & Loans,WIKI/BKMU,stocks/bkmu,3
BKOR,"Oak Ridge Financial Services, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/bkor,
BKS,"Barnes & Noble, Inc.",Services,"Specialty Retail, Other",WIKI/BKS,stocks/bks,2
BKU,"BankUnited, Inc.",Financial,Regional - Mid-Atlantic Banks,WIKI/BKU,stocks/bku,2
BKW,"Burger King Worldwide, Inc.",Services,Restaurants,WIKI/BKW,stocks/bkw,2
BKYF,Bank of Kentucky Financial Corp.,Financial,Regional - Southeast Banks,WIKI/BKYF,stocks/bkyf,1
BLDR,"Builders FirstSource, Inc.",Services,Home Improvement Stores,WIKI/BLDR,stocks/bldr,2
BLIN,"Bridgeline Digital, Inc.",Technology,Application Software,NA,stocks/blin,
BLKB,Blackbaud Inc.,Technology,Business Software & Services,WIKI/BLKB,stocks/blkb,2
BLL,Ball Corporation,Consumer Goods,Packaging & Containers,WIKI/BLL,stocks/bll,2
BLK,"BlackRock, Inc.",Financial,Asset Management,WIKI/BLK,stocks/blk,2
BLMN,"Bloomin' Brands, Inc.",Services,Restaurants,WIKI/BLMN,stocks/blmn,2
BLMT,"BSB Bancorp, Inc.",Financial,Money Center Banks,NA,stocks/blmt,
BLOX,Infoblox Inc.,Services,Business Services,WIKI/BLOX,stocks/blox,2
BMC,BMC Software Inc.,,,NA,stocks/bmc,
BMI,Badger Meter Inc.,Technology,Scientific & Technical Instruments,WIKI/BMI,stocks/bmi,3
BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers,WIKI/BMS,stocks/bms,2
BMTC,Bryn Mawr Bank Corp.,Financial,Regional - Mid-Atlantic Banks,WIKI/BMTC,stocks/bmtc,1
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,WIKI/BMY,stocks/bmy,2
BNCL,Beneficial Mutual Bancorp Inc.,Financial,Regional - Northeast Banks,WIKI/BNCL,stocks/bncl,2
BNCN,BNC Bancorp,Financial,Regional - Mid-Atlantic Banks,WIKI/BNCN,stocks/bncn,2
BOBE,"Bob Evans Farms, Inc.",Services,Restaurants,WIKI/BOBE,stocks/bobe,3
BOCH,Bank of Commerce Holdings,Financial,Regional - Mid-Atlantic Banks,NA,stocks/boch,
BODY,Body Central Corp.,Services,Apparel Stores,WIKI/BODY,stocks/body,2
BOFI,"BofI Holding, Inc.",Financial,Savings & Loans,WIKI/BOFI,stocks/bofi,2
BOH,Bank of Hawaii Corporation,Financial,Regional - Pacific Banks,WIKI/BOH,stocks/boh,2
BOKF,BOK Financial Corporation,Financial,Regional - Southwest Banks,WIKI/BOKF,stocks/bokf,1
BOLT,Bolt Technology Corp.,Basic Materials,Oil & Gas Equipment & Services,WIKI/BOLT,stocks/bolt,3
BONE,"Bacterin International Holdings, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/bone,
BONT,Bon-Ton Stores Inc.,Services,Department Stores,WIKI/BONT,stocks/bont,2
BOTA,"Biota Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/bota,
BOOM,Dynamic Materials Corp.,Industrial Goods,Metal Fabrication,WIKI/BOOM,stocks/boom,1
BPFH,"Boston Private Financial Holdings, Inc.",Financial,Regional - Northeast Banks,WIKI/BPFH,stocks/bpfh,2
BOX,Box Ships Inc.,Services,Shipping,NA,stocks/box,
BOTJ,Bank of the James Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/botj,
BPL,"Buckeye Partners, L.P.",Basic Materials,Oil & Gas Pipelines,NA,stocks/bpl,
BPOP,"Popular, Inc.",Financial,Foreign Regional Banks,WIKI/BPOP,stocks/bpop,2
BPI,"Bridgepoint Education, Inc.",Services,Education & Training Services,WIKI/BPI,stocks/bpi,2
BPZ,"BPZ Resources, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,WIKI/BPZ,stocks/bpz,3
BR,"Broadridge Financial Solutions, Inc.",Technology,Information & Delivery Services,WIKI/BR,stocks/br,3
BRC,Brady Corp.,Technology,Security Software & Services,WIKI/BRC,stocks/brc,2
BRCD,"Brocade Communications Systems, Inc.",Technology,Data Storage Devices,WIKI/BRCD,stocks/brcd,2
BREW,"Craft Brew Alliance, Inc.",Consumer Goods,Beverages - Brewers,WIKI/BREW,stocks/brew,2
BRKA,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,NA,stocks/brka,
BRID,Bridgford Foods Corp.,Consumer Goods,Meat Products,NA,stocks/brid,
BRKL,"Brookline Bancorp, Inc.",Financial,Savings & Loans,WIKI/BRKL,stocks/brkl,2
BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits,WIKI/BRCM,stocks/brcm,2
BRKR,Bruker Corporation,Technology,Scientific & Technical Instruments,WIKI/BRKR,stocks/brkr,2
BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/BRKS,stocks/brks,2
BRLI,Bio-Reference Laboratories Inc.,Healthcare,Medical Laboratories & Research,WIKI/BRLI,stocks/brli,2
BRN,"Barnwell Industries, Inc.",Basic Materials,Independent Oil & Gas,NA,stocks/brn,
BRO,Brown & Brown Inc.,Financial,Insurance Brokers,WIKI/BRO,stocks/bro,3
BRS,"Bristow Group, Inc.",Services,"Air Services, Other",WIKI/BRS,stocks/brs,3
BRSS,"Global Brass and Copper Holdings, Inc.",Industrial Goods,Metal Fabrication,WIKI/BRSS,stocks/brss,2
BRT,BRT Realty Trust,Financial,Mortgage Investment,NA,stocks/brt,
BSDM,BSD Medical Corp.,Healthcare,Medical Appliances & Equipment,NA,stocks/bsdm,
BSET,"Bassett Furniture Industries, Incorporated",Consumer Goods,Home Furnishings & Fixtures,WIKI/BSET,stocks/bset,3
BSPM,"Biostar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,NA,stocks/bspm,
BSQR,BSQUARE Corp.,Technology,Application Software,NA,stocks/bsqr,
BSRR,Sierra Bancorp,Financial,Regional - Pacific Banks,WIKI/BSRR,stocks/bsrr,2
BTH,"Blyth, Inc.",Consumer Goods,Personal Products,WIKI/BTH,stocks/bth,2
BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment,WIKI/BSX,stocks/bsx,2
BTN,"Ballantyne Strong, Inc",Consumer Goods,Photographic Equipment & Supplies,NA,stocks/btn,
BTU,Peabody Energy Corp.,Basic Materials,Industrial Metals & Minerals,WIKI/BTU,stocks/btu,2
BTUI,BTU International Inc.,Technology,Semiconductor Equipment & Materials,NA,stocks/btui,
BTX,"BioTime, Inc.",Healthcare,Biotechnology,WIKI/BTX,stocks/btx,2
BUSE,First Busey Corporation,Financial,Regional - Midwest Banks,WIKI/BUSE,stocks/buse,2
BV,"Bazaarvoice, Inc.",Technology,Application Software,WIKI/BV,stocks/bv,3
BVSN,"BroadVision, Inc.",Technology,Internet Software & Services,NA,stocks/bvsn,
BVX,Bovie Medical Corporation,Healthcare,Medical Instruments & Supplies,NA,stocks/bvx,
BWA,BorgWarner Inc.,Consumer Goods,Auto Parts,WIKI/BWA,stocks/bwa,2
BWC,The Babcock & Wilcox Company,Industrial Goods,Diversified Machinery,WIKI/BWC,stocks/bwc,2
BWLD,Buffalo Wild Wings Inc.,Services,Restaurants,WIKI/BWLD,stocks/bwld,2
BWP,"Boardwalk Pipeline Partners, LP",Basic Materials,Oil & Gas Pipelines,NA,stocks/bwp,
BWS,Brown Shoe Co. Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/BWS,stocks/bws,3
BXC,Bluelinx Holdings Inc.,Services,Building Materials Wholesale,WIKI/BXC,stocks/bxc,2
BXP,Boston Properties Inc.,Financial,REIT - Office,WIKI/BXP,stocks/bxp,2
BXS,"BancorpSouth, Inc.",Financial,Regional - Southeast Banks,WIKI/BXS,stocks/bxs,2
BYD,Boyd Gaming Corporation,Services,Resorts & Casinos,WIKI/BYD,stocks/byd,2
BYFC,Broadway Financial Corporation,Financial,Savings & Loans,NA,stocks/byfc,
BYI,"Bally Technologies, Inc.",Services,Gaming Activities,WIKI/BYI,stocks/byi,1
BYLK,Baylake Corp.,Financial,Money Center Banks,NA,stocks/bylk,
BZC,Breeze-Eastern Corporation,Industrial Goods,Aerospace/Defense Products & Services,NA,stocks/bzc,
BZH,Beazer Homes USA Inc.,Industrial Goods,Residential Construction,WIKI/BZH,stocks/bzh,2
C,Citigroup Inc.,Financial,Money Center Banks,WIKI/C,stocks/c,2
CA,CA Technologies,Technology,Business Software & Services,WIKI/CA,stocks/ca,2
CAAS,China Automotive Systems Inc.,Consumer Goods,Auto Parts,NA,stocks/caas,
CAB,Cabela's Incorporated,Services,Sporting Goods Stores,WIKI/CAB,stocks/cab,2
CAC,Camden National Corp.,Financial,Regional - Northeast Banks,WIKI/CAC,stocks/cac,2
CACB,Cascade Bancorp,Financial,Regional - Pacific Banks,WIKI/CACB,stocks/cacb,2
CACC,Credit Acceptance Corp.,Financial,Credit Services,WIKI/CACC,stocks/cacc,2
CACG,Chart Acquisition Corp.,Conglomerates,Conglomerates,NA,NA,
CACGU,Chart Acquisition Corp.,,,NA,NA,
CACGW,Chart Acquisition Corp.,,,NA,NA,
CACI,CACI International Inc.,Services,Technical Services,WIKI/CACI,stocks/caci,3
CADC,"China Advanced Construction Materials Group, Inc.",Industrial Goods,General Building Materials,NA,stocks/cadc,
CACH,Cache Inc.,Services,Apparel Stores,NA,stocks/cach,
CADX,Cadence Pharmaceuticals Inc.,,,NA,stocks/cadx,
CAG,"ConAgra Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/CAG,stocks/cag,2
CAH,"Cardinal Health, Inc.",Services,Drugs Wholesale,WIKI/CAH,stocks/cah,3
CAFI,Camco Financial Corp.,,,NA,stocks/cafi,
